trial_id,start_ms,duration_ms,fix_x,fix_y,exp_id,end_ms,program
8,31914,300,481.973693847656,347.684204101563,0,32214,rectangle
8,32481,250,691.71875,637.5625,0,32731,rectangle
8,32748,266,723.529418945313,601.352966308594,0,33014,rectangle
8,33048,166,603.409118652344,579.3636474609381,0,33214,rectangle
8,33281,367,646.684753417969,519.434753417969,0,33648,rectangle
8,33665,317,691.4375,510.850006103516,0,33982,rectangle
8,34032,433,769.444458007813,515.407409667969,0,34465,rectangle
8,34482,200,675.769226074219,506.15383911132795,0,34682,rectangle
8,35065,234,486.083343505859,283.466674804688,0,35299,rectangle
8,35365,301,417.828948974609,261.421051025391,0,35666,rectangle
8,35699,200,487.40383911132795,203.538467407227,0,35899,rectangle
8,35982,167,542.159118652344,243.0,0,36149,rectangle
8,36166,166,651.931823730469,238.454544067383,0,36332,rectangle
8,36849,267,743.4558715820309,230.29411315918,0,37116,rectangle
8,37183,317,796.125,677.200012207031,0,37500,rectangle
8,37516,184,842.2916870117191,761.5,0,37700,rectangle
8,42969,200,769.038452148438,485.07693481445295,0,43169,rectangle
8,43219,400,658.6500244140631,498.95999145507795,0,43619,rectangle
8,43653,383,645.104187011719,215.83332824707,0,44036,rectangle
8,44086,250,582.265625,221.25,0,44336,rectangle
8,44369,234,484.166656494141,266.26666259765597,0,44603,rectangle
8,44719,417,442.259613037109,280.76922607421903,0,45136,rectangle
8,45420,216,574.8214111328131,240.928573608398,0,45636,rectangle
8,45653,267,455.147064208984,174.117645263672,0,45920,rectangle
8,45937,450,750.8928833007809,229.428573608398,0,46387,rectangle
8,46587,517,683.7109375,512.5625,0,47104,rectangle
8,47121,316,683.25,583.5999755859381,0,47437,rectangle
8,47487,300,737.434204101563,525.0,0,47787,rectangle
8,47821,250,419.0,382.600006103516,0,48071,rectangle
8,48088,200,672.692321777344,515.3846435546881,0,48288,rectangle
8,48321,434,780.138916015625,516.296325683594,0,48755,rectangle
8,49088,617,698.1578979492191,480.052642822266,0,49705,rectangle
8,49722,250,667.1875,511.5625,0,49972,rectangle
8,50005,217,662.3214111328131,242.428573608398,0,50222,rectangle
8,50739,150,761.5,227.800003051758,0,50889,rectangle
8,50922,284,702.361083984375,492.5,0,51206,rectangle
8,51222,200,677.7884521484381,500.92306518554705,0,51422,rectangle
8,51489,150,731.25,529.5999755859381,0,51639,rectangle
8,51889,267,600.955871582031,247.882354736328,0,52156,rectangle
8,52189,401,752.2000122070309,242.279998779297,0,52590,rectangle
8,52956,384,863.9583129882809,762.375,0,53340,rectangle
8,53607,166,757.386352539063,356.27273559570295,0,53773,rectangle
8,53807,350,749.8295288085941,525.272705078125,0,54157,rectangle
8,54190,484,735.7083129882809,237.533340454102,0,54674,rectangle
8,54707,284,733.194458007813,513.666687011719,0,54991,rectangle
8,55007,317,755.6875,533.049987792969,0,55324,rectangle
8,55708,216,835.446411132813,777.8571166992191,0,55924,rectangle
8,55958,150,903.0,791.900024414063,0,56108,rectangle
8,56391,200,665.769226074219,540.6153564453131,0,56591,rectangle
8,56608,167,670.227294921875,576.090881347656,0,56775,rectangle
8,56825,233,770.3333129882809,596.933349609375,0,57058,rectangle
8,57158,234,686.416687011719,599.4666748046881,0,57392,rectangle
8,57425,233,878.0833129882809,796.1333618164059,0,57658,rectangle
8,57725,167,696.7045288085941,301.81817626953097,0,57892,rectangle
8,57942,217,848.303588867188,739.7857055664059,0,58159,rectangle
8,58175,300,847.23681640625,768.26318359375,0,58475,rectangle
8,58509,150,715.25,441.600006103516,0,58659,rectangle
8,58809,433,677.5,572.370361328125,0,59242,rectangle
8,59259,167,683.6363525390631,523.3636474609381,0,59426,rectangle
8,59459,217,828.125,744.7142944335941,0,59676,rectangle
8,59859,334,947.4404907226559,796.047607421875,0,60193,rectangle
8,60210,766,933.1914672851559,777.127685546875,0,60976,rectangle
8,61193,267,705.5147094726559,632.294128417969,0,61460,rectangle
8,61477,250,687.5,607.5625,0,61727,rectangle
8,61760,317,914.75,786.150024414063,0,62077,rectangle
8,62094,150,841.875,771.2999877929691,0,62244,rectangle
8,62411,200,921.0576782226559,773.8461303710941,0,62611,rectangle
8,62627,267,670.808837890625,764.2941284179691,0,62894,rectangle
8,62911,150,692.375,782.5,0,63061,rectangle
8,63111,317,653.875,679.799987792969,0,63428,rectangle
8,63461,333,836.726196289063,786.428588867188,0,63794,rectangle
8,64095,216,916.071411132813,775.3571166992191,0,64311,rectangle
8,64345,433,709.7684936523441,647.518493652344,0,64778,rectangle
8,64795,183,689.5833129882809,584.25,0,64978,rectangle
8,65045,217,765.0,591.9285888671881,0,65262,rectangle
8,65278,267,595.808837890625,662.11767578125,0,65545,rectangle
8,65562,217,707.5892944335941,672.5,0,65779,rectangle
8,65829,300,820.3289184570309,670.6842041015631,0,66129,rectangle
8,66529,217,883.75,826.5,0,66746,rectangle
8,66779,233,581.166687011719,821.8666381835941,0,67012,rectangle
8,67029,517,683.1640625,816.34375,0,67546,rectangle
8,67629,5253,676.5,877.0,0,72882,rectangle
8,72898,351,657.329528808594,905.5454711914059,0,73249,rectangle
8,73265,234,653.083312988281,845.6666870117191,0,73499,rectangle
8,73532,250,-200.0,0.0,0,73782,rectangle
8,73832,167,779.4318237304691,849.0,0,73999,rectangle
8,74199,150,765.625,870.900024414063,0,74349,rectangle
8,74399,300,653.48681640625,645.789489746094,0,74699,rectangle
8,74899,217,-200.0,0.0,0,75116,rectangle
8,75183,383,712.1354370117191,728.8333129882809,0,75566,rectangle
8,75616,417,717.6923217773441,884.1923217773441,0,76033,rectangle
8,76050,166,670.340881347656,895.636352539063,0,76216,rectangle
8,76283,267,539.3382568359381,305.470581054688,0,76550,rectangle
8,76934,683,610.5059814453131,798.523803710938,0,77617,rectangle
8,77667,167,694.3181762695309,887.8181762695309,0,77834,rectangle
8,78017,184,771.25,821.8333129882809,0,78201,rectangle
8,78251,300,615.460510253906,662.789489746094,0,78551,rectangle
8,78601,150,687.375,613.799987792969,0,78751,rectangle
8,78918,233,734.0833129882809,570.933349609375,0,79151,rectangle
8,79168,233,724.3333129882809,535.666687011719,0,79401,rectangle
8,79418,617,680.1973876953131,527.421081542969,0,80035,rectangle
8,80068,200,799.8076782226559,761.923095703125,0,80268,rectangle
8,80385,283,742.7777709960941,509.722229003906,0,80668,rectangle
8,80735,200,834.711547851563,852.1538696289059,0,80935,rectangle
8,81102,317,868.4375,857.349975585938,0,81419,rectangle
8,81452,484,708.75,526.633361816406,0,81936,rectangle
8,81952,417,670.3846435546881,509.84616088867205,0,82369,rectangle
8,82653,183,883.8541870117191,856.9166870117191,0,82836,rectangle
8,82886,217,718.928588867188,548.0714111328131,0,83103,rectangle
8,83119,451,687.991088867188,515.035705566406,0,83570,rectangle
8,83603,233,888.25,880.066650390625,0,83836,rectangle
8,83987,283,732.1527709960941,508.38888549804705,0,84270,rectangle
8,84287,366,767.989135742188,529.869567871094,0,84653,rectangle
8,84920,234,773.75,852.8666381835941,0,85154,rectangle
8,85204,183,847.7083129882809,861.0,0,85387,rectangle
8,85454,683,669.732116699219,533.666687011719,0,86137,rectangle
8,86187,167,711.7045288085941,599.181823730469,0,86354,rectangle
8,86421,250,786.71875,671.0,0,86671,rectangle
8,86721,283,849.7222290039059,680.611083984375,0,87004,rectangle
8,87288,250,649.375,686.625,0,87538,rectangle
8,87571,384,716.3020629882809,675.5,0,87955,rectangle
8,88005,183,697.8125,604.166687011719,0,88188,rectangle
8,88355,167,400.681823730469,571.0,0,88522,rectangle
8,88539,316,440.5,575.0,0,88855,rectangle
8,88889,200,778.9423217773441,675.230773925781,0,89089,rectangle
8,89139,166,696.7045288085941,676.6363525390631,0,89305,rectangle
8,89322,150,568.75,669.9000244140631,0,89472,rectangle
8,89506,400,481.149993896484,659.5999755859381,0,89906,rectangle
8,90056,217,684.732116699219,892.0,0,90273,rectangle
8,90439,200,707.4038696289059,786.7692260742191,0,90639,rectangle
8,90789,1001,869.5901489257809,788.836059570313,0,91790,rectangle
8,91807,383,818.3333129882809,790.1666870117191,0,92190,rectangle
8,92224,233,912.1666870117191,798.6666870117191,0,92457,rectangle
8,92490,167,889.0908813476559,861.0,0,92657,rectangle
9,250,200,407.5,218.92308044433602,1,450,rectangle
9,500,450,386.29464721679705,106.571426391602,1,950,rectangle
9,966,167,344.77273559570295,94.09091186523442,1,1133,rectangle
9,1200,167,-190.0,0.0,1,1367,rectangle
9,1433,250,416.796875,46.25,1,1683,rectangle
9,2067,167,254.204544067383,5.72727251052856,1,2234,rectangle
9,2284,367,438.011352539063,66.0454559326172,1,2651,rectangle
9,2801,183,495.208343505859,72.75,1,2984,rectangle
9,3284,150,476.875,131.0,1,3434,rectangle
9,3451,150,431.125,129.199996948242,1,3601,rectangle
9,3851,234,472.916656494141,235.199996948242,1,4085,rectangle
9,4151,167,563.75,168.545455932617,1,4318,rectangle
9,4785,300,436.973693847656,237.947372436523,1,5085,rectangle
9,5168,251,492.890625,301.125,1,5419,rectangle
9,5469,200,467.019226074219,211.153839111328,1,5669,rectangle
9,5769,150,509.0,230.800003051758,1,5919,rectangle
9,5935,267,491.029418945313,255.823532104492,1,6202,rectangle
9,6219,217,462.053558349609,259.21429443359403,1,6436,rectangle
9,6486,483,512.583312988281,278.966674804688,1,6969,rectangle
9,6986,150,486.375,313.70001220703097,1,7136,rectangle
9,7286,200,420.865386962891,445.92306518554705,1,7486,rectangle
9,7603,167,458.409088134766,452.818176269531,1,7770,rectangle
9,7886,284,370.902770996094,456.88888549804705,1,8170,rectangle
9,8186,167,446.47726440429705,465.54544067382795,1,8353,rectangle
9,8403,300,584.671081542969,464.842102050781,1,8703,rectangle
9,8737,650,682.2115478515631,466.205139160156,1,9387,rectangle
9,9520,184,742.6041870117191,456.583343505859,1,9704,rectangle
9,9787,167,792.5,448.27273559570295,1,9954,rectangle
9,10171,216,554.1964111328131,463.214294433594,1,10387,rectangle
9,10471,283,423.541656494141,463.833343505859,1,10754,rectangle
9,10938,350,652.6136474609381,465.54544067382795,1,11288,rectangle
9,11304,567,691.8571166992191,459.314300537109,1,11871,rectangle
9,11905,183,507.083343505859,279.0,1,12088,rectangle
9,12121,884,747.129638671875,445.703704833984,1,13005,rectangle
9,13022,167,775.7954711914059,443.909088134766,1,13189,rectangle
9,13255,500,681.3709716796881,463.645172119141,1,13755,rectangle
9,13789,150,574.5,249.899993896484,1,13939,rectangle
9,13956,283,506.180541992188,242.277770996094,1,14239,rectangle
9,14256,233,493.166656494141,291.399993896484,1,14489,rectangle
9,14556,267,764.7058715820309,531.4117431640631,1,14823,rectangle
9,14873,316,701.4375,538.799987792969,1,15189,rectangle
9,15206,167,751.25,534.818176269531,1,15373,rectangle
9,15423,183,417.5,542.25,1,15606,rectangle
9,15840,333,440.238098144531,633.952392578125,1,16173,rectangle
9,16190,150,501.0,633.5,1,16340,rectangle
9,16423,167,407.159088134766,633.3636474609381,1,16590,rectangle
9,16623,184,308.333343505859,636.416687011719,1,16807,rectangle
9,17007,400,521.9000244140631,641.960021972656,1,17407,rectangle
9,17440,150,579.875,646.299987792969,1,17590,rectangle
9,17974,333,434.64285278320295,648.3809814453131,1,18307,rectangle
9,18374,234,508.416656494141,640.799987792969,1,18608,rectangle
9,18641,367,623.6956787109381,646.478271484375,1,19008,rectangle
9,19058,183,773.9583129882809,633.0,1,19241,rectangle
9,19308,250,887.109375,617.8125,1,19558,rectangle
9,19608,233,661.833312988281,635.4000244140631,1,19841,rectangle
9,20058,184,367.708343505859,725.5,1,20242,rectangle
9,20275,333,492.321441650391,728.2380981445309,1,20608,rectangle
9,20708,150,550.25,755.900024414063,1,20858,rectangle
9,20875,434,587.5,766.5925903320309,1,21309,rectangle
9,21525,334,509.523803710938,798.7619018554691,1,21859,rectangle
9,21909,250,633.90625,803.0,1,22159,rectangle
9,22276,150,707.125,809.400024414063,1,22426,rectangle
9,22476,250,575.9375,772.4375,1,22726,rectangle
9,22776,317,490.375,748.2000122070309,1,23093,rectangle
9,23243,200,650.3846435546881,754.6923217773441,1,23443,rectangle
9,23476,217,472.410705566406,743.3571166992191,1,23693,rectangle
9,23910,150,521.125,776.7999877929691,1,24060,rectangle
9,24093,334,673.2738037109381,767.619018554688,1,24427,rectangle
9,24460,267,842.7941284179691,759.11767578125,1,24727,rectangle
9,24877,150,921.25,761.7999877929691,1,25027,rectangle
9,25177,300,819.2763061523441,779.315795898438,1,25477,rectangle
9,25560,317,696.1875,761.0499877929691,1,25877,rectangle
9,26078,150,559.875,226.399993896484,1,26228,rectangle
9,26411,167,663.181823730469,201.72727966308602,1,26578,rectangle
9,26628,283,609.3055419921881,190.555557250977,1,26911,rectangle
9,26928,200,634.6153564453131,194.07691955566398,1,27128,rectangle
9,27245,283,554.097229003906,200.444442749023,1,27528,rectangle
9,27611,150,470.25,233.399993896484,1,27761,rectangle
9,27778,834,463.161773681641,256.313720703125,1,28612,rectangle
9,29812,217,513.5714111328131,375.428558349609,1,30029,rectangle
9,30079,334,469.464294433594,330.619049072266,1,30413,rectangle
9,30796,334,718.75,204.904754638672,1,31130,rectangle
9,31196,200,788.8461303710941,218.153839111328,1,31396,rectangle
9,31447,266,466.544128417969,315.470581054688,1,31713,rectangle
9,31730,600,462.466217041016,290.243255615234,1,32330,rectangle
9,32730,451,825.625,172.357147216797,1,33181,rectangle
9,33214,434,645.879638671875,186.592590332031,1,33648,rectangle
9,33681,483,592.541687011719,187.5,1,34164,rectangle
9,34181,183,649.479187011719,187.66667175293,1,34364,rectangle
9,34831,334,927.2619018554691,758.7142944335941,1,35165,rectangle
9,35398,167,693.0681762695309,830.5454711914059,1,35565,rectangle
9,35615,167,438.52273559570295,816.9091186523441,1,35782,rectangle
9,35882,283,624.722229003906,814.8333129882809,1,36165,rectangle
9,36182,150,662.75,813.5,1,36332,rectangle
9,36365,234,720.0833129882809,805.933349609375,1,36599,rectangle
9,36615,417,670.2884521484381,806.384643554688,1,37032,rectangle
9,37299,183,600.104187011719,814.1666870117191,1,37482,rectangle
9,37549,384,664.21875,817.3333129882809,1,37933,rectangle
9,38199,317,549.125,814.349975585938,1,38516,rectangle
9,38550,266,626.691162109375,819.588256835938,1,38816,rectangle
9,38866,651,691.96875,815.7999877929691,1,39517,rectangle
9,39583,300,675.131591796875,885.4210815429691,1,39883,rectangle
9,39933,384,659.166687011719,813.2916870117191,1,40317,rectangle
9,40384,183,670.3125,749.9166870117191,1,40567,rectangle
9,40584,200,617.7884521484381,768.6923217773441,1,40784,rectangle
9,40834,183,554.895812988281,773.0833129882809,1,41017,rectangle
9,41034,183,557.5,848.9166870117191,1,41217,rectangle
9,41251,350,852.3295288085941,851.636352539063,1,41601,rectangle
9,41651,217,715.178588867188,851.3571166992191,1,41868,rectangle
9,41934,217,693.6607055664059,815.8571166992191,1,42151,rectangle
9,42284,334,671.1309814453131,824.90478515625,1,42618,rectangle
9,42635,267,638.014709472656,821.1764526367191,1,42902,rectangle
9,42951,217,678.214294433594,822.2142944335941,1,43168,rectangle
9,43235,200,851.7307739257809,767.8461303710941,1,43435,rectangle
9,43535,250,914.609375,772.25,1,43785,rectangle
9,44085,217,832.4107055664059,750.8571166992191,1,44302,rectangle
9,44435,451,695.0446166992191,808.5,1,44886,rectangle
9,45036,250,660.46875,549.0,1,45286,rectangle
9,45469,167,664.772705078125,433.27273559570295,1,45636,rectangle
9,45719,167,905.7954711914059,640.090881347656,1,45886,rectangle
9,45919,267,680.36767578125,636.4117431640631,1,46186,rectangle
9,46236,250,760.9375,626.375,1,46486,rectangle
9,46603,250,697.65625,634.625,1,46853,rectangle
9,46870,333,647.875,637.950012207031,1,47203,rectangle
9,47237,366,770.8695678710941,633.869567871094,1,47603,rectangle
9,47654,233,865.5,623.5333251953131,1,47887,rectangle
9,47970,467,921.594848632813,620.0,1,48437,rectangle
9,48487,284,884.6527709960941,797.6666870117191,1,48771,rectangle
9,48837,567,872.9642944335941,835.028564453125,1,49404,rectangle
9,49471,250,783.75,803.9375,1,49721,rectangle
9,49738,317,832.0,839.099975585938,1,50055,rectangle
9,50121,250,890.9375,850.75,1,50371,rectangle
9,50588,400,768.75,769.2000122070309,1,50988,rectangle
9,51388,200,850.865356445313,854.076904296875,1,51588,rectangle
9,51622,283,932.7777709960941,859.611083984375,1,51905,rectangle
9,51989,417,710.673095703125,746.615356445313,1,52406,rectangle
9,52422,217,844.375,859.428588867188,1,52639,rectangle
9,52656,583,923.4558715820309,871.441162109375,1,53239,rectangle
9,53256,400,901.2000122070309,887.4400024414059,1,53656,rectangle
9,53706,400,985.9500122070309,873.0800170898441,1,54106,rectangle
9,54190,183,1060.41662597656,849.6666870117191,1,54373,rectangle
9,54456,234,781.75,874.8666381835941,1,54690,rectangle
9,54757,433,746.5277709960941,903.9629516601559,1,55190,rectangle
9,55207,217,704.6428833007809,893.428588867188,1,55424,rectangle
9,55440,434,524.0740966796881,892.2963256835941,1,55874,rectangle
9,55907,317,641.0,883.0499877929691,1,56224,rectangle
9,56307,167,595.227294921875,860.727294921875,1,56474,rectangle
10,5102,167,473.06817626953125,14.0,2,5269,basketball
10,5419,217,544.9107055664064,79.64286041259766,2,5636,basketball
10,6136,267,427.058837890625,70.35294342041016,2,6403,basketball
10,6503,300,510.3947448730469,72.78947448730467,2,6803,basketball
10,6936,517,562.3828125,81.125,2,7453,basketball
10,7837,250,427.03125,44.6875,2,8087,basketball
10,8104,266,386.1764831542969,52.70588302612305,2,8370,basketball
10,8620,217,590.2678833007812,75.21428680419923,2,8837,basketball
10,8871,550,460.4779357910156,139.14706420898438,2,9421,basketball
10,9437,267,418.45587158203125,131.64706420898438,2,9704,basketball
10,9754,251,624.296875,150.875,2,10005,basketball
10,10038,233,869.5,158.93333435058594,2,10271,basketball
10,10621,267,482.3529357910156,196.82353210449216,2,10888,basketball
10,10905,234,425.9166564941406,210.0666656494141,2,11139,basketball
10,11155,300,574.5394897460938,208.7894744873047,2,11455,basketball
10,11672,267,431.1764831542969,164.8235321044922,2,11939,basketball
10,12089,216,418.94232177734375,189.61538696289062,2,12305,basketball
10,12339,233,424.75,52.599998474121094,2,12572,basketball
10,12656,216,375.44644165039057,-20.928571701049805,2,12872,basketball
10,12939,150,470.75,269.10000610351557,2,13089,basketball
10,13123,266,603.6029663085938,305.5882263183594,2,13389,basketball
10,13406,450,729.9553833007811,318.8928527832031,2,13856,basketball
10,13990,283,504.2361145019531,345.3333435058594,2,14273,basketball
10,14473,233,551.9166870117189,356.3999938964844,2,14706,basketball
10,14740,400,420.6499938964844,344.2799987792969,2,15140,basketball
10,15157,567,390.8571472167969,340.6571350097656,2,15724,basketball
10,15790,334,643.6309814453125,351.71429443359375,2,16124,basketball
10,16140,334,610.4761962890625,349.76190185546875,2,16474,basketball
10,16524,317,663.4375,340.8999938964844,2,16841,basketball
10,16874,300,790.8552856445312,356.3157958984375,2,17174,basketball
10,17191,150,767.5,357.6000061035156,2,17341,basketball
10,17358,166,655.5681762695312,355.0,2,17524,basketball
10,17558,166,740.7954711914062,347.0,2,17724,basketball
10,17758,567,466.2857055664063,356.028564453125,2,18325,basketball
10,18491,267,744.4852905273436,356.941162109375,2,18758,basketball
10,18825,300,696.6447143554688,343.52630615234375,2,19125,basketball
10,19142,216,781.7857055664062,321.21429443359375,2,19358,basketball
10,19425,217,716.1607055664064,305.21429443359375,2,19642,basketball
10,19792,184,771.7708129882812,320.0,2,19976,basketball
10,20259,167,563.8636474609375,357.0909118652344,2,20426,basketball
10,20576,183,614.4318237304688,301.9090881347656,2,20759,basketball
10,20776,300,582.1052856445312,337.84210205078125,2,21076,basketball
10,21093,350,604.8863525390625,351.2272644042969,2,21443,basketball
10,21493,333,500.5357055664063,345.3333435058594,2,21826,basketball
10,22360,200,442.59616088867193,170.76922607421875,2,22560,basketball
10,22593,500,468.75,343.6451721191406,2,23093,basketball
10,23444,183,711.4583129882812,323.75,2,23627,basketball
10,23710,200,455.6730651855469,69.38461303710939,2,23910,basketball
10,23927,184,399.5833435058594,68.16666412353516,2,24111,basketball
10,24344,167,480.9090881347656,16.636363983154293,2,24511,basketball
10,24561,150,537.875,335.29998779296875,2,24711,basketball
10,24728,266,577.5,335.1176452636719,2,24994,basketball
10,25011,317,468.0,384.7999877929688,2,25328,basketball
10,25361,317,482.75,616.5,2,25678,basketball
10,25745,366,562.0108642578125,489.3912963867188,2,26111,basketball
10,26412,200,393.36538696289057,758.4615478515625,2,26612,basketball
10,26645,467,510.77584838867193,763.4483032226561,2,27112,basketball
10,27129,183,634.5833129882812,765.0,2,27312,basketball
10,27329,150,-200.0,0.0,2,27479,basketball
10,27529,450,569.1517944335938,786.5714111328125,2,27979,basketball
10,28012,267,478.8970642089844,818.88232421875,2,28279,basketball
10,28296,250,439.609375,931.0,2,28546,basketball
10,28896,533,463.1060485839844,343.69696044921875,2,29429,basketball
10,29746,5420,403.69049072265625,349.71429443359375,2,35166,basketball
10,35382,367,513.5325927734375,403.1304321289063,2,35749,basketball
10,35766,667,467.256103515625,389.7317199707031,2,36433,basketball
10,36450,433,589.7222290039064,398.48147583007807,2,36883,basketball
10,36949,251,306.5833435058594,259.60000610351557,2,37200,basketball
10,37216,717,622.5283813476562,403.8409118652344,2,37933,basketball
10,37950,267,574.63232421875,393.4705810546875,2,38217,basketball
10,38233,184,474.5833435058594,392.3333435058594,2,38417,basketball
10,38450,183,704.8958129882812,188.25,2,38633,basketball
10,38700,334,489.047607421875,182.1904754638672,2,39034,basketball
10,39084,300,585.98681640625,185.26315307617188,2,39384,basketball
10,39734,217,431.07144165039057,361.7857055664063,2,39951,basketball
10,39967,717,471.5340881347656,391.5227355957031,2,40684,basketball
10,40868,283,546.1805419921875,437.77777099609375,2,41151,basketball
10,41168,167,617.1591186523438,440.2727355957031,2,41335,basketball
10,41351,167,565.6818237304688,434.0,2,41518,basketball
10,41652,200,480.7692260742188,368.4615478515625,2,41852,basketball
10,42135,217,525.5357055664064,647.0,2,42352,basketball
10,42402,167,451.25,765.727294921875,2,42569,basketball
10,42719,416,527.1634521484375,757.8461303710938,2,43135,basketball
10,43169,167,586.7045288085938,753.1818237304686,2,43336,basketball
10,43352,150,634.625,755.7000122070312,2,43502,basketball
10,43619,183,494.6875,511.1666564941406,2,43802,basketball
10,43903,166,517.5,444.6363525390625,2,44069,basketball
10,44086,167,568.1818237304688,438.3636474609375,2,44253,basketball
10,44269,184,600.625,432.4166564941406,2,44453,basketball
10,44469,367,467.9891357421875,434.8260803222656,2,44836,basketball
10,44903,250,523.828125,403.375,2,45153,basketball
10,45170,283,527.638916015625,490.1666564941406,2,45453,basketball
10,45770,267,468.6029357910156,808.6470336914062,2,46037,basketball
10,46053,184,436.4583435058594,793.8333129882812,2,46237,basketball
10,46254,316,541.4375,791.7000122070312,2,46570,basketball
10,46604,300,706.1842041015625,792.5263061523436,2,46904,basketball
10,46920,534,547.65625,657.84375,2,47454,basketball
10,47471,200,666.3461303710938,790.0,2,47671,basketball
10,47688,233,624.25,769.2000122070312,2,47921,basketball
10,48221,200,526.7307739257812,447.0769348144531,2,48421,basketball
10,48438,167,520.6818237304689,411.3636474609375,2,48605,basketball
10,48671,550,614.8897094726562,405.8529357910156,2,49221,basketball
10,49238,200,647.8846435546875,403.9230651855469,2,49438,basketball
10,49455,217,587.4107055664064,400.4285583496094,2,49672,basketball
10,49722,266,606.7647094726562,769.2941284179686,2,49988,basketball
10,50005,150,645.625,768.2000122070312,2,50155,basketball
10,50172,317,516.6875,756.1500244140625,2,50489,basketball
10,50539,300,542.9605102539064,392.26315307617193,2,50839,basketball
10,50855,167,542.272705078125,417.7272644042969,2,51022,basketball
10,51072,300,625.3289184570312,431.368408203125,2,51372,basketball
10,51422,317,541.125,414.3999938964844,2,51739,basketball
10,51773,316,657.875,776.8499755859375,2,52089,basketball
10,52123,317,739.75,793.7999877929686,2,52440,basketball
